"(           0 ,           7 ,           1 ",:               7014456 ,"(i,j,k:0,7,8) 0x7ffc0b315740 "
"(           0 ,           7 ,           2 ",:               7015256 ,"(i,j,k:0,7,9) 0x7ffc0b315748 "
"(           0 ,           7 ,           3 ",:               7016056 ,"(i,j,k:0,8,0) 0x7ffc0b315750 "
"(           0 ,           7 ,           4 ",:               7016856 ,"(i,j,k:0,8,1) 0x7ffc0b315758 "
"(           0 ,           7 ,           5 ",:               7017656 ,"(i,j,k:0,8,2) 0x7ffc0b315760 "
"(           0 ,           7 ,           6 ",:               7018456 ,"(i,j,k:0,8,3) 0x7ffc0b315768 "
"(           0 ,           7 ,           7 ",:               7019256 ,"(i,j,k:0,8,4) 0x7ffc0b315770 "
"(           0 ,           7 ,           8 ",:               7020056 ,"(i,j,k:0,8,5) 0x7ffc0b315778 "
"(           0 ,           7 ,           9 ",:               7020856 ,"(i,j,k:0,8,6) 0x7ffc0b315780 "
"(           0 ,           7 ,          10 ",:               7021656 ,"(i,j,k:0,8,7) 0x7ffc0b315788 "
"(           0 ,           8 ,           0 ",:               7013736 ,"(i,j,k:0,8,8) 0x7ffc0b315790 "
"(           0 ,           8 ,           1 ",:               7014536 ,"(i,j,k:0,8,9) 0x7ffc0b315798 "
"(           0 ,           8 ,           2 ",:               7015336 ,"(i,j,k:0,9,0) 0x7ffc0b3157a0 "
"(           0 ,           8 ,           3 ",:               7016136 ,"(i,j,k:0,9,1) 0x7ffc0b3157a8 "
"(           0 ,           8 ,           4 ",:               7016936 ,"(i,j,k:0,9,2) 0x7ffc0b3157b0 "
"(           0 ,           8 ,           5 ",:               7017736 ,"(i,j,k:0,9,3) 0x7ffc0b3157b8 "
"(           0 ,           8 ,           6 ",:               7018536 ,"(i,j,k:0,9,4) 0x7ffc0b3157c0 "
"(           0 ,           8 ,           7 ",:               7019336 ,"(i,j,k:0,9,5) 0x7ffc0b3157c8 "
"(           0 ,           8 ,           8 ",:               7020136 ,"(i,j,k:0,9,6) 0x7ffc0b3157d0 "
"(           0 ,           8 ,           9 ",:               7020936 ,"(i,j,k:0,9,7) 0x7ffc0b3157d8 "
"(           0 ,           8 ,          10 ",:               7021736 ,"(i,j,k:0,9,8) 0x7ffc0b3157e0 "
"(           0 ,           9 ,           0 ",:               7013816 ,"(i,j,k:0,9,9) 0x7ffc0b3157e8 "
"(           0 ,           9 ,           1 ",:               7014616 ,"(i,j,k:1,0,0) 0x7ffc0b3157f0 "
"(           0 ,           9 ,           2 ",:               7015416 ,"(i,j,k:1,0,1) 0x7ffc0b3157f8 "
"(           0 ,           9 ,           3 ",:               7016216 ,"(i,j,k:1,0,2) 0x7ffc0b315800 "
"(           0 ,           9 ,           4 ",:               7017016 ,"(i,j,k:1,0,3) 0x7ffc0b315808 "
"(           0 ,           9 ,           5 ",:               7017816 ,"(i,j,k:1,0,4) 0x7ffc0b315810 "
"(           0 ,           9 ,           6 ",:               7018616 ,"(i,j,k:1,0,5) 0x7ffc0b315818 "
"(           0 ,           9 ,           7 ",:               7019416 ,"(i,j,k:1,0,6) 0x7ffc0b315820 "
"(           0 ,           9 ,           8 ",:               7020216 ,"(i,j,k:1,0,7) 0x7ffc0b315828 "
"(           0 ,           9 ,           9 ",:               7021016 ,"(i,j,k:1,0,8) 0x7ffc0b315830 "
"(           0 ,           9 ,          10 ",:               7021816 ,"(i,j,k:1,0,9) 0x7ffc0b315838 "
"(           0 ,          10 ,           0 ",:               7013896 ,"(i,j,k:1,1,0) 0x7ffc0b315840 "
"(           0 ,          10 ,           1 ",:               7014696 ,"(i,j,k:1,1,1) 0x7ffc0b315848 "
"(           0 ,          10 ,           2 ",:               7015496 ,"(i,j,k:1,1,2) 0x7ffc0b315850 "
"(           0 ,          10 ,           3 ",:               7016296 ,"(i,j,k:1,1,3) 0x7ffc0b315858 "
"(           0 ,          10 ,           4 ",:               7017096 ,"(i,j,k:1,1,4) 0x7ffc0b315860 "
"(           0 ,          10 ,           5 ",:               7017896 ,"(i,j,k:1,1,5) 0x7ffc0b315868 "
"(           0 ,          10 ,           6 ",:               7018696 ,"(i,j,k:1,1,6) 0x7ffc0b315870 "
"(           0 ,          10 ,           7 ",:               7019496 ,"(i,j,k:1,1,7) 0x7ffc0b315878 "
"(           0 ,          10 ,           8 ",:               7020296 ,"(i,j,k:1,1,8) 0x7ffc0b315880 "
"(           0 ,          10 ,           9 ",:               7021096 ,"(i,j,k:1,1,9) 0x7ffc0b315888 "
"(           0 ,          10 ,          10 ",:               7021896 ,"(i,j,k:1,2,0) 0x7ffc0b315890 "
"(           1 ,           0 ,           0 ",:               7013104 ,"(i,j,k:1,2,1) 0x7ffc0b315898 "
"(           1 ,           0 ,           1 ",:               7013904 ,"(i,j,k:1,2,2) 0x7ffc0b3158a0 "
"(           1 ,           0 ,           2 ",:               7014704 ,"(i,j,k:1,2,3) 0x7ffc0b3158a8 "
"(           1 ,           0 ,           3 ",:               7015504 ,"(i,j,k:1,2,4) 0x7ffc0b3158b0 "
"(           1 ,           0 ,           4 ",:               7016304 ,"(i,j,k:1,2,5) 0x7ffc0b3158b8 "
"(           1 ,           0 ,           5 ",:               7017104 ,"(i,j,k:1,2,6) 0x7ffc0b3158c0 "
"(           1 ,           0 ,           6 ",:               7017904 ,"(i,j,k:1,2,7) 0x7ffc0b3158c8 "
"(           1 ,           0 ,           7 ",:               7018704 ,"(i,j,k:1,2,8) 0x7ffc0b3158d0 "
"(           1 ,           0 ,           8 ",:               7019504 ,"(i,j,k:1,2,9) 0x7ffc0b3158d8 "
"(           1 ,           0 ,           9 ",:               7020304 ,"(i,j,k:1,3,0) 0x7ffc0b3158e0 "
"(           1 ,           0 ,          10 ",:               7021104 ,"(i,j,k:1,3,1) 0x7ffc0b3158e8 "
"(           1 ,           1 ,           0 ",:               7013184 ,"(i,j,k:1,3,2) 0x7ffc0b3158f0 "
"(           1 ,           1 ,           1 ",:               7013984 ,"(i,j,k:1,3,3) 0x7ffc0b3158f8 "
"(           1 ,           1 ,           2 ",:               7014784 ,"(i,j,k:1,3,4) 0x7ffc0b315900 "
"(           1 ,           1 ,           3 ",:               7015584 ,"(i,j,k:1,3,5) 0x7ffc0b315908 "
"(           1 ,           1 ,           4 ",:               7016384 ,"(i,j,k:1,3,6) 0x7ffc0b315910 "
"(           1 ,           1 ,           5 ",:               7017184 ,"(i,j,k:1,3,7) 0x7ffc0b315918 "
"(           1 ,           1 ,           6 ",:               7017984 ,"(i,j,k:1,3,8) 0x7ffc0b315920 "
"(           1 ,           1 ,           7 ",:               7018784 ,"(i,j,k:1,3,9) 0x7ffc0b315928 "
"(           1 ,           1 ,           8 ",:               7019584 ,"(i,j,k:1,4,0) 0x7ffc0b315930 "
"(           1 ,           1 ,           9 ",:               7020384 ,"(i,j,k:1,4,1) 0x7ffc0b315938 "
"(           1 ,           1 ,          10 ",:               7021184 ,"(i,j,k:1,4,2) 0x7ffc0b315940 "
"(           1 ,           2 ,           0 ",:               7013264 ,"(i,j,k:1,4,3) 0x7ffc0b315948 "
"(           1 ,           2 ,           1 ",:               7014064 ,"(i,j,k:1,4,4) 0x7ffc0b315950 "
"(           1 ,           2 ,           2 ",:               7014864 ,"(i,j,k:1,4,5) 0x7ffc0b315958 "
"(           1 ,           2 ,           3 ",:               7015664 ,"(i,j,k:1,4,6) 0x7ffc0b315960 "
"(           1 ,           2 ,           4 ",:               7016464 ,"(i,j,k:1,4,7) 0x7ffc0b315968 "
"(           1 ,           2 ,           5 ",:               7017264 ,"(i,j,k:1,4,8) 0x7ffc0b315970 "
"(           1 ,           2 ,           6 ",:               7018064 ,"(i,j,k:1,4,9) 0x7ffc0b315978 "
"(           1 ,           2 ,           7 ",:               7018864 ,"(i,j,k:1,5,0) 0x7ffc0b315980 "
"(           1 ,           2 ,           8 ",:               7019664 ,"(i,j,k:1,5,1) 0x7ffc0b315988 "
"(           1 ,           2 ,           9 ",:               7020464 ,"(i,j,k:1,5,2) 0x7ffc0b315990 "
"(           1 ,           2 ,          10 ",:               7021264 ,"(i,j,k:1,5,3) 0x7ffc0b315998 "
"(           1 ,           3 ,           0 ",:               7013344 ,"(i,j,k:1,5,4) 0x7ffc0b3159a0 "
"(           1 ,           3 ,           1 ",:               7014144 ,"(i,j,k:1,5,5) 0x7ffc0b3159a8 "
"(           1 ,           3 ,           2 ",:               7014944 ,"(i,j,k:1,5,6) 0x7ffc0b3159b0 "
"(           1 ,           3 ,           3 ",:               7015744 ,"(i,j,k:1,5,7) 0x7ffc0b3159b8 "
"(           1 ,           3 ,           4 ",:               7016544 ,"(i,j,k:1,5,8) 0x7ffc0b3159c0 "
"(           1 ,           3 ,           5 ",:               7017344 ,"(i,j,k:1,5,9) 0x7ffc0b3159c8 "
"(           1 ,           3 ,           6 ",:               7018144 ,"(i,j,k:1,6,0) 0x7ffc0b3159d0 "
"(           1 ,           3 ,           7 ",:               7018944 ,"(i,j,k:1,6,1) 0x7ffc0b3159d8 "
"(           1 ,           3 ,           8 ",:               7019744 ,"(i,j,k:1,6,2) 0x7ffc0b3159e0 "
"(           1 ,           3 ,           9 ",:               7020544 ,"(i,j,k:1,6,3) 0x7ffc0b3159e8 "
"(           1 ,           3 ,          10 ",:               7021344 ,"(i,j,k:1,6,4) 0x7ffc0b3159f0 "
"(           1 ,           4 ,           0 ",:               7013424 ,"(i,j,k:1,6,5) 0x7ffc0b3159f8 "
"(           1 ,           4 ,           1 ",:               7014224 ,"(i,j,k:1,6,6) 0x7ffc0b315a00 "
"(           1 ,           4 ,           2 ",:               7015024 ,"(i,j,k:1,6,7) 0x7ffc0b315a08 "
"(           1 ,           4 ,           3 ",:               7015824 ,"(i,j,k:1,6,8) 0x7ffc0b315a10 "
"(           1 ,           4 ,           4 ",:               7016624 ,"(i,j,k:1,6,9) 0x7ffc0b315a18 "
"(           1 ,           4 ,           5 ",:               7017424 ,"(i,j,k:1,7,0) 0x7ffc0b315a20 "
"(           1 ,           4 ,           6 ",:               7018224 ,"(i,j,k:1,7,1) 0x7ffc0b315a28 "
"(           1 ,           4 ,           7 ",:               7019024 ,"(i,j,k:1,7,2) 0x7ffc0b315a30 "
"(           1 ,           4 ,           8 ",:               7019824 ,"(i,j,k:1,7,3) 0x7ffc0b315a38 "
"(           1 ,           4 ,           9 ",:               7020624 ,"(i,j,k:1,7,4) 0x7ffc0b315a40 "
"(           1 ,           4 ,          10 ",:               7021424 ,"(i,j,k:1,7,5) 0x7ffc0b315a48 "
"(           1 ,           5 ,           0 ",:               7013504 ,"(i,j,k:1,7,6) 0x7ffc0b315a50 "
"(           1 ,           5 ,           1 ",:               7014304 ,"(i,j,k:1,7,7) 0x7ffc0b315a58 "
"(           1 ,           5 ,           2 ",:               7015104 ,"(i,j,k:1,7,8) 0x7ffc0b315a60 "
"(           1 ,           5 ,           3 ",:               7015904 ,"(i,j,k:1,7,9) 0x7ffc0b315a68 "
"(           1 ,           5 ,           4 ",:               7016704 ,"(i,j,k:1,8,0) 0x7ffc0b315a70 "
"(           1 ,           5 ,           5 ",:               7017504 ,"(i,j,k:1,8,1) 0x7ffc0b315a78 "
"(           1 ,           5 ,           6 ",:               7018304 ,"(i,j,k:1,8,2) 0x7ffc0b315a80 "
"(           1 ,           5 ,           7 ",:               7019104 ,"(i,j,k:1,8,3) 0x7ffc0b315a88 "
"(           1 ,           5 ,           8 ",:               7019904 ,"(i,j,k:1,8,4) 0x7ffc0b315a90 "
"(           1 ,           5 ,           9 ",:               7020704 ,"(i,j,k:1,8,5) 0x7ffc0b315a98 "
"(           1 ,           5 ,          10 ",:               7021504 ,"(i,j,k:1,8,6) 0x7ffc0b315aa0 "
"(           1 ,           6 ,           0 ",:               7013584 ,"(i,j,k:1,8,7) 0x7ffc0b315aa8 "
"(           1 ,           6 ,           1 ",:               7014384 ,"(i,j,k:1,8,8) 0x7ffc0b315ab0 "
"(           1 ,           6 ,           2 ",:               7015184 ,"(i,j,k:1,8,9) 0x7ffc0b315ab8 "
"(           1 ,           6 ,           3 ",:               7015984 ,"(i,j,k:1,9,0) 0x7ffc0b315ac0 "
"(           1 ,           6 ,           4 ",:               7016784 ,"(i,j,k:1,9,1) 0x7ffc0b315ac8 "
"(           1 ,           6 ,           5 ",:               7017584 ,"(i,j,k:1,9,2) 0x7ffc0b315ad0 "
"(           1 ,           6 ,           6 ",:               7018384 ,"(i,j,k:1,9,3) 0x7ffc0b315ad8 "
"(           1 ,           6 ,           7 ",:               7019184 ,"(i,j,k:1,9,4) 0x7ffc0b315ae0 "
"(           1 ,           6 ,           8 ",:               7019984 ,"(i,j,k:1,9,5) 0x7ffc0b315ae8 "
"(           1 ,           6 ,           9 ",:               7020784 ,"(i,j,k:1,9,6) 0x7ffc0b315af0 "
"(           1 ,           6 ,          10 ",:               7021584 ,"(i,j,k:1,9,7) 0x7ffc0b315af8 "
"(           1 ,           7 ,           0 ",:               7013664 ,"(i,j,k:1,9,8) 0x7ffc0b315b00 "
"(           1 ,           7 ,           1 ",:               7014464 ,"(i,j,k:1,9,9) 0x7ffc0b315b08 "
"(           1 ,           7 ,           2 ",:               7015264 ,"(i,j,k:2,0,0) 0x7ffc0b315b10 "
"(           1 ,           7 ,           3 ",:               7016064 ,"(i,j,k:2,0,1) 0x7ffc0b315b18 "
"(           1 ,           7 ,           4 ",:               7016864 ,"(i,j,k:2,0,2) 0x7ffc0b315b20 "
"(           1 ,           7 ,           5 ",:               7017664 ,"(i,j,k:2,0,3) 0x7ffc0b315b28 "
"(           1 ,           7 ,           6 ",:               7018464 ,"(i,j,k:2,0,4) 0x7ffc0b315b30 "
"(           1 ,           7 ,           7 ",:               7019264 ,"(i,j,k:2,0,5) 0x7ffc0b315b38 "
"(           1 ,           7 ,           8 ",:               7020064 ,"(i,j,k:2,0,6) 0x7ffc0b315b40 "
"(           1 ,           7 ,           9 ",:               7020864 ,"(i,j,k:2,0,7) 0x7ffc0b315b48 "
"(           1 ,           7 ,          10 ",:               7021664 ,"(i,j,k:2,0,8) 0x7ffc0b315b50 "
"(           1 ,           8 ,           0 ",:               7013744 ,"(i,j,k:2,0,9) 0x7ffc0b315b58 "
"(           1 ,           8 ,           1 ",:               7014544 ,"(i,j,k:2,1,0) 0x7ffc0b315b60 "
"(           1 ,           8 ,           2 ",:               7015344 ,"(i,j,k:2,1,1) 0x7ffc0b315b68 "
"(           1 ,           8 ,           3 ",:               7016144 ,"(i,j,k:2,1,2) 0x7ffc0b315b70 "
"(           1 ,           8 ,           4 ",:               7016944 ,"(i,j,k:2,1,3) 0x7ffc0b315b78 "
"(           1 ,           8 ,           5 ",:               7017744 ,"(i,j,k:2,1,4) 0x7ffc0b315b80 "
"(           1 ,           8 ,           6 ",:               7018544 ,"(i,j,k:2,1,5) 0x7ffc0b315b88 "
"(           1 ,           8 ,           7 ",:               7019344 ,"(i,j,k:2,1,6) 0x7ffc0b315b90 "
"(           1 ,           8 ,           8 ",:               7020144 ,"(i,j,k:2,1,7) 0x7ffc0b315b98 "
"(           1 ,           8 ,           9 ",:               7020944 ,"(i,j,k:2,1,8) 0x7ffc0b315ba0 "
"(           1 ,           8 ,          10 ",:               7021744 ,"(i,j,k:2,1,9) 0x7ffc0b315ba8 "
"(           1 ,           9 ,           0 ",:               7013824 ,"(i,j,k:2,2,0) 0x7ffc0b315bb0 "
"(           1 ,           9 ,           1 ",:               7014624 ,"(i,j,k:2,2,1) 0x7ffc0b315bb8 "
"(           1 ,           9 ,           2 ",:               7015424 ,"(i,j,k:2,2,2) 0x7ffc0b315bc0 "
"(           1 ,           9 ,           3 ",:               7016224 ,"(i,j,k:2,2,3) 0x7ffc0b315bc8 "
"(           1 ,           9 ,           4 ",:               7017024 ,"(i,j,k:2,2,4) 0x7ffc0b315bd0 "
"(           1 ,           9 ,           5 ",:               7017824 ,"(i,j,k:2,2,5) 0x7ffc0b315bd8 "
"(           1 ,           9 ,           6 ",:               7018624 ,"(i,j,k:2,2,6) 0x7ffc0b315be0 "
"(           1 ,           9 ,           7 ",:               7019424 ,"(i,j,k:2,2,7) 0x7ffc0b315be8 "
"(           1 ,           9 ,           8 ",:               7020224 ,"(i,j,k:2,2,8) 0x7ffc0b315bf0 "
"(           1 ,           9 ,           9 ",:               7021024 ,"(i,j,k:2,2,9) 0x7ffc0b315bf8 "
"(           1 ,           9 ,          10 ",:               7021824 ,"(i,j,k:2,3,0) 0x7ffc0b315c00 "
"(           1 ,          10 ,           0 ",:               7013904 ,"(i,j,k:2,3,1) 0x7ffc0b315c08 "
"(           1 ,          10 ,           1 ",:               7014704 ,"(i,j,k:2,3,2) 0x7ffc0b315c10 "
"(           1 ,          10 ,           2 ",:               7015504 ,"(i,j,k:2,3,3) 0x7ffc0b315c18 "
"(           1 ,          10 ,           3 ",:               7016304 ,"(i,j,k:2,3,4) 0x7ffc0b315c20 "
"(           1 ,          10 ,           4 ",:               7017104 ,"(i,j,k:2,3,5) 0x7ffc0b315c28 "
"(           1 ,          10 ,           5 ",:               7017904 ,"(i,j,k:2,3,6) 0x7ffc0b315c30 "
"(           1 ,          10 ,           6 ",:               7018704 ,"(i,j,k:2,3,7) 0x7ffc0b315c38 "
"(           1 ,          10 ,           7 ",:               7019504 ,"(i,j,k:2,3,8) 0x7ffc0b315c40 "
"(           1 ,          10 ,           8 ",:               7020304 ,"(i,j,k:2,3,9) 0x7ffc0b315c48 "
"(           1 ,          10 ,           9 ",:               7021104 ,"(i,j,k:2,4,0) 0x7ffc0b315c50 "
"(           1 ,          10 ,          10 ",:               7021904 ,"(i,j,k:2,4,1) 0x7ffc0b315c58 "
"(           2 ,           0 ,           0 ",:               7013112 ,"(i,j,k:2,4,2) 0x7ffc0b315c60 "
"(           2 ,           0 ,           1 ",:               7013912 ,"(i,j,k:2,4,3) 0x7ffc0b315c68 "
"(           2 ,           0 ,           2 ",:               7014712 ,"(i,j,k:2,4,4) 0x7ffc0b315c70 "
"(           2 ,           0 ,           3 ",:               7015512 ,"(i,j,k:2,4,5) 0x7ffc0b315c78 "
"(           2 ,           0 ,           4 ",:               7016312 ,"(i,j,k:2,4,6) 0x7ffc0b315c80 "
"(           2 ,           0 ,           5 ",:               7017112 ,"(i,j,k:2,4,7) 0x7ffc0b315c88 "
"(           2 ,           0 ,           6 ",:               7017912 ,"(i,j,k:2,4,8) 0x7ffc0b315c90 "
"(           2 ,           0 ,           7 ",:               7018712 ,"(i,j,k:2,4,9) 0x7ffc0b315c98 "
"(           2 ,           0 ,           8 ",:               7019512 ,"(i,j,k:2,5,0) 0x7ffc0b315ca0 "
"(           2 ,           0 ,           9 ",:               7020312 ,"(i,j,k:2,5,1) 0x7ffc0b315ca8 "
"(           2 ,           0 ,          10 ",:               7021112 ,"(i,j,k:2,5,2) 0x7ffc0b315cb0 "
"(           2 ,           1 ,           0 ",:               7013192 ,"(i,j,k:2,5,3) 0x7ffc0b315cb8 "
"(           2 ,           1 ,           1 ",:               7013992 ,"(i,j,k:2,5,4) 0x7ffc0b315cc0 "
"(           2 ,           1 ,           2 ",:               7014792 ,"(i,j,k:2,5,5) 0x7ffc0b315cc8 "
"(           2 ,           1 ,           3 ",:               7015592 ,"(i,j,k:2,5,6) 0x7ffc0b315cd0 "
"(           2 ,           1 ,           4 ",:               7016392 ,"(i,j,k:2,5,7) 0x7ffc0b315cd8 "
"(           2 ,           1 ,           5 ",:               7017192 ,"(i,j,k:2,5,8) 0x7ffc0b315ce0 "
